#procs    time     adapt     lb      mem 
32 2.04988 0.660346 1.08799 536.435 0
64 1.16499 0.363025 0.661515 363.222 8.92857e-06
128 0.65931 0.198693 0.367819 255.121 8.92857e-06
256 0.400805 0.118419 0.227189 190.131 8.92857e-06
512 0.246391 0.073828 0.141657 174.082 2.67857e-05
1024 0.155557 0.0471089 0.0917807 158.309 1.78571e-05
2048 0.111635 0.0331467 0.0667845 200.568 8.92857e-06
4096 0.0870314 0.0249427 0.0533222 224.026 8.92857e-06
