#procs    time     adapt     lb      mem 
32 2.72065 0.751413 1.54661 786.033 8.92857e-06
64 1.70623 0.426676 1.04456 747.859 0
128 1.03491 0.243472 0.671951 762.224 8.92857e-06
256 0.626815 0.139229 0.419204 740.449 8.92857e-06
512 0.37056 0.0888347 0.246757 763.947 8.92857e-06
1024 0.218967 0.0543936 0.147469 815.426 1.78571e-05
2048 0.139586 0.037771 0.0968335 849.758 1.78571e-05
4096 0.0987975 0.0281921 0.0693555 885.352 1.78571e-05
