#procs    time     adapt     lb      mem 
32 2.71161 0.739227 1.54796 812.89 0
64 1.75977 0.424373 1.09803 750.358 0
128 1.10472 0.239624 0.737718 736.523 8.92857e-06
256 0.72039 0.144148 0.504173 782.404 8.92857e-06
512 0.464537 0.0908522 0.333878 811.353 1.78571e-05
1024 0.322022 0.0546702 0.24457 804.557 8.92857e-06
2048 0.257372 0.0376907 0.207388 864.344 8.92857e-06
4096 0.250971 0.0281921 0.213851 922.118 1.78571e-05
